Thread Type,Material,Size,Connection,QTY, Price ,"OFFSET
Factor","LONG PART >180""
Factor","LONG PART >120""
Factor",
TSH 3SB,Carbon Steel / KSI  > 110,6,Per 2 ends,10,1653.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,1980.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,6.65,Per 2 ends,10,2449.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,7,Per 2 ends,10,1948.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,7.25,Per 2 ends,10,1326.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,1552.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,1867.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,809.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,9.75,Per 2 ends,10,1718.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,9.875,Per 2 ends,10,2041.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1327.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,11.75,Per 2 ends,10,670.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,13.375,Per 2 ends,10,1554.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,13.5,Per 2 ends,10,1008.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,13.625,Per 2 ends,10,2365.00,1.35,1.15,1.1,
TSH BIG FLUSH,Carbon Steel / KSI  > 110,16,Per 2 ends,10,553.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,2.375,Per 2 ends,10,1519.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,2.875,Per 2 ends,10,2266.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,3.5,Per 2 ends,10,1944.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,4,Per 2 ends,10,626.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,1339.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,5,Per 2 ends,10,1861.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1086.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,6,Per 2 ends,10,2449.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,1834.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,7,Per 2 ends,10,1840.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,7.25,Per 2 ends,10,1811.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,1022.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,7.75,Per 2 ends,10,609.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,2307.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,710.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,9.875,Per 2 ends,10,2082.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,10.25,Per 2 ends,10,734.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1694.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,11.75,Per 2 ends,10,1315.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,11.875,Per 2 ends,10,758.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,13.375,Per 2 ends,10,728.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,13.625,Per 2 ends,10,2165.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,14,Per 2 ends,10,2152.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,1877.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,2189.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,935.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,10.125,Per 2 ends,10,1997.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,10.175,Per 2 ends,10,1357.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,896.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,10.875,Per 2 ends,10,2018.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,11.75,Per 2 ends,10,1830.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,14,Per 2 ends,10,1164.00,1.35,1.15,1.1,
TSH BLUE LW,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,1659.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,7,Per 2 ends,10,791.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,9.875,Per 2 ends,10,1140.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,10,Per 2 ends,10,2493.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,10.125,Per 2 ends,10,645.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,776.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,11.875,Per 2 ends,10,1660.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,13.625,Per 2 ends,10,1547.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,14,Per 2 ends,10,696.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,16,Per 2 ends,10,2241.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,18.625,Per 2 ends,10,1242.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,5,Per 2 ends,10,1066.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,2272.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,7,Per 2 ends,10,1655.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,1557.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,7.75,Per 2 ends,10,1748.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,1584.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,860.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,9.875,Per 2 ends,10,936.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,10,Per 2 ends,10,2419.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1977.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,11.75,Per 2 ends,10,1909.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,11.875,Per 2 ends,10,1971.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,13.375,Per 2 ends,10,1338.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,13.625,Per 2 ends,10,717.00,1.35,1.15,1.1,
TSH BLUE QUICK SEAL,Carbon Steel / KSI  > 110,18.625,Per 2 ends,10,1100.00,1.35,1.15,1.1,
TSH BLUE QUICK SEAL,Carbon Steel / KSI  > 110,20,Per 2 ends,10,2424.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,1101.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,1420.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,1884.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,992.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,11,Per 2 ends,10,2129.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,14,Per 2 ends,10,1719.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,16.08,Per 2 ends,10,2415.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,2.375,Per 2 ends,10,1002.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,2.875,Per 2 ends,10,1395.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,3.5,Per 2 ends,10,2114.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,1298.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1255.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,1083.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,7,Per 2 ends,10,1566.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,788.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,1975.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1439.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,0.75,Per 2 ends,10,2398.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,1,Per 2 ends,10,2097.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,1.25,Per 2 ends,10,2433.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,1.5,Per 2 ends,10,1200.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,2.063,Per 2 ends,10,540.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,2.375,Per 2 ends,10,572.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,2.875,Per 2 ends,10,835.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,3.5,Per 2 ends,10,1697.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,4,Per 2 ends,10,1254.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,1006.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,5,Per 2 ends,10,721.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,657.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,1639.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,7,Per 2 ends,10,660.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,2251.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,705.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,9.872,Per 2 ends,10,1710.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1501.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,11.875,Per 2 ends,10,2404.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,13.375,Per 2 ends,10,781.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,13.5,Per 2 ends,10,2145.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,13.625,Per 2 ends,10,879.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,14,Per 2 ends,10,1278.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,15,Per 2 ends,10,1717.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,16,Per 2 ends,10,513.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,18.625,Per 2 ends,10,2150.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,20,Per 2 ends,10,1209.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,5,Per 2 ends,10,2195.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,966.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,2179.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,7,Per 2 ends,10,2246.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,717.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,1554.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,980.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1127.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,14,Per 2 ends,10,2254.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1767.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,7,Per 2 ends,10,2135.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,2294.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,7.75,Per 2 ends,10,2281.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,692.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,2218.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1724.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,841.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,7,Per 2 ends,10,2319.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,2119.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,7.75,Per 2 ends,10,2292.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,8.063,Per 2 ends,10,1678.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,2331.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,648.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,9.875,Per 2 ends,10,1295.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1810.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,11.75,Per 2 ends,10,1423.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,13.375,Per 2 ends,10,583.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,13.625,Per 2 ends,10,1564.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,14,Per 2 ends,10,1868.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,16,Per 2 ends,10,2052.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,2.375,Per 2 ends,10,643.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,2.875,Per 2 ends,10,2238.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,3.5,Per 2 ends,10,762.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,4,Per 2 ends,10,627.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,2060.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,5,Per 2 ends,10,722.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1016.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,665.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,7,Per 2 ends,10,937.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,1353.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,7.75,Per 2 ends,10,806.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,1834.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,2415.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,9.875,Per 2 ends,10,785.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1099.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,11.75,Per 2 ends,10,1707.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,11.875,Per 2 ends,10,2380.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,13.375,Per 2 ends,10,1895.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,13.5,Per 2 ends,10,1805.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,13.625,Per 2 ends,10,2257.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,14,Per 2 ends,10,2487.00,1.35,1.15,1.1,
TSH MS 28,Carbon Steel / KSI  > 110,7,Per 2 ends,10,1417.00,1.35,1.15,1.1,
TSH PH4,Carbon Steel / KSI  > 110,2.875,Per 2 ends,10,713.00,1.35,1.15,1.1,
TSH PH4,Carbon Steel / KSI  > 110,3.5,Per 2 ends,10,1324.00,1.35,1.15,1.1,
TSH PH4,Carbon Steel / KSI  > 110,4,Per 2 ends,10,1354.00,1.35,1.15,1.1,
TSH PH4,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,992.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,2.375,Per 2 ends,10,1480.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,2.875,Per 2 ends,10,1782.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,3.5,Per 2 ends,10,985.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,4,Per 2 ends,10,1143.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,2444.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,1688.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,5,Per 2 ends,10,693.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,2364.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,2494.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,7,Per 2 ends,10,802.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,2482.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,7.75,Per 2 ends,10,1949.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,1204.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,1499.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,9.75,Per 2 ends,10,886.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,9.875,Per 2 ends,10,2436.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,10,Per 2 ends,10,1422.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1242.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,11.75,Per 2 ends,10,783.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,11.875,Per 2 ends,10,965.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,12,Per 2 ends,10,998.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,12.063,Per 2 ends,10,1164.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,13.375,Per 2 ends,10,869.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,13.5,Per 2 ends,10,1891.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,13.625,Per 2 ends,10,2251.00,1.35,1.15,1.1,
TSH TPN,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1049.00,1.35,1.15,1.1,
TSH W421,Carbon Steel / KSI  > 110,3.5,Per 2 ends,10,876.00,1.35,1.15,1.1,
TSH W421,Carbon Steel / KSI  > 110,5,Per 2 ends,10,669.00,1.35,1.15,1.1,
TSH W425,Carbon Steel / KSI  > 110,4,Per 2 ends,10,1131.00,1.35,1.15,1.1,
TSH W425,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,2133.00,1.35,1.15,1.1,
TSH W425,Carbon Steel / KSI  > 110,5,Per 2 ends,10,1489.00,1.35,1.15,1.1,
TSH W425,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1361.00,1.35,1.15,1.1,
TSH W425,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,642.00,1.35,1.15,1.1,
TSH W411,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,2380.00,1.35,1.15,1.1,
TSH W411,Carbon Steel / KSI  > 110,5,Per 2 ends,10,2021.00,1.35,1.15,1.1,
TSH W411,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1308.00,1.35,1.15,1.1,
TSH W411,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,1762.00,1.35,1.15,1.1,
TSH W411,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,1338.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,1890.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,5,Per 2 ends,10,663.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1725.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,6,Per 2 ends,10,800.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,1421.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,7,Per 2 ends,10,1666.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,2234.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,7.75,Per 2 ends,10,1912.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,7.827,Per 2 ends,10,1576.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,738.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,9.625,Per 2 ends,10,920.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,9.875,Per 2 ends,10,1765.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,10.75,Per 2 ends,10,1094.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,11.75,Per 2 ends,10,2233.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,11.875,Per 2 ends,10,1904.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,13.375,Per 2 ends,10,1423.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,13.5,Per 2 ends,10,2295.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,13.625,Per 2 ends,10,2411.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,14,Per 2 ends,10,1017.00,1.35,1.15,1.1,
TSH W463,Carbon Steel / KSI  > 110,16,Per 2 ends,10,1803.00,1.35,1.15,1.1,
TSH W503,Carbon Steel / KSI  > 110,2.375,Per 2 ends,10,861.00,1.35,1.15,1.1,
TSH W503,Carbon Steel / KSI  > 110,2.875,Per 2 ends,10,775.00,1.35,1.15,1.1,
TSH W503,Carbon Steel / KSI  > 110,3.5,Per 2 ends,10,1049.00,1.35,1.15,1.1,
TSH W503,Carbon Steel / KSI  > 110,4,Per 2 ends,10,2206.00,1.35,1.15,1.1,
TSH W503,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,603.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,2.063,Per 2 ends,10,1385.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,2.375,Per 2 ends,10,2002.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,2.875,Per 2 ends,10,1644.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,3.5,Per 2 ends,10,1625.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,4,Per 2 ends,10,749.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,4.5,Per 2 ends,10,1309.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,5,Per 2 ends,10,839.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,5.5,Per 2 ends,10,1542.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,5.75,Per 2 ends,10,903.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,6,Per 2 ends,10,2110.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,6.625,Per 2 ends,10,2199.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,7,Per 2 ends,10,1757.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,7.625,Per 2 ends,10,2472.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,8,Per 2 ends,10,1977.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,8.125,Per 2 ends,10,2165.00,1.35,1.15,1.1,
TSH W511,Carbon Steel / KSI  > 110,8.625,Per 2 ends,10,970.00,1.35,1.15,1.1,
